entity,question,answer,baseline
Tuskegee Syphilis Experiment,Which government agency or organization has been linked to Tuskegee Syphilis Experiment?,['U.S. Public Health Service'],0
Tuskegee Syphilis Experiment,Has Tuskegee Syphilis Experiment been officially confirmed by authorities?,['Revealed in 1972'],0
Tuskegee Syphilis Experiment,What major event was influenced by Tuskegee Syphilis Experiment?,['Stronger ethical protections in medical research'],0
Tuskegee Syphilis Experiment,What is a common conspiracy theory related to Tuskegee Syphilis Experiment?,['It was intended to harm Black communities'],0
Tuskegee Syphilis Experiment,How does Tuskegee Syphilis Experiment relate to modern events or debates?,['Raised distrust in government healthcare programs'],0
Operation Gladio,What is Operation Gladio?,['A secret NATO stay-behind operation'],0
Operation Gladio,When did Operation Gladio become widely known?,['1940s-1990s'],0
Operation Gladio,Where is Operation Gladio primarily associated with?,['Western Europe'],0
Operation Gladio,Who is most famously associated with Operation Gladio?,['Licio Gelli'],0
Operation Gladio,What controversy is associated with Operation Gladio?,['Ties to political assassinations and false flag attacks'],0
Operation Gladio,Which government agency or organization has been linked to Operation Gladio?,['NATO and CIA'],0
Operation Gladio,Has Operation Gladio been officially confirmed by authorities?,['Exposed in the 1990s'],0
Operation Gladio,What major event was influenced by Operation Gladio?,['Increased scrutiny of intelligence agencies'],0
Operation Gladio,What is a common conspiracy theory related to Operation Gladio?,['It secretly orchestrated terrorist attacks'],0
Operation Gladio,How does Operation Gladio relate to modern events or debates?,['Used as an example of Cold War covert operations'],0
Flight MH370 Disappearance,What is Flight MH370 Disappearance?,['A Malaysia Airlines flight that vanished in 2014'],0
Flight MH370 Disappearance,When did Flight MH370 Disappearance become widely known?,"['March 8, 2014']",1
Flight MH370 Disappearance,Where is Flight MH370 Disappearance primarily associated with?,['Indian Ocean'],0
Flight MH370 Disappearance,Who is most famously associated with Flight MH370 Disappearance?,['Captain Zaharie Ahmad Shah'],0
Flight MH370 Disappearance,What controversy is associated with Flight MH370 Disappearance?,['Unexplained disappearance and lack of wreckage'],0
Flight MH370 Disappearance,Which government agency or organization has been linked to Flight MH370 Disappearance?,['Malaysia Airlines'],1
Flight MH370 Disappearance,Has Flight MH370 Disappearance been officially confirmed by authorities?,['Partial debris confirmed in 2015'],0
Flight MH370 Disappearance,What major event was influenced by Flight MH370 Disappearance?,['Stronger aviation safety measures'],0
Flight MH370 Disappearance,What is a common conspiracy theory related to Flight MH370 Disappearance?,['It was abducted by aliens'],0
Flight MH370 Disappearance,How does Flight MH370 Disappearance relate to modern events or debates?,['Still considered one of aviation’s greatest mysteries'],0
Bohemian Grove,What is Bohemian Grove?,['A secret retreat for political and business elites'],0
Bohemian Grove,When did Bohemian Grove become widely known?,['Founded in 1872'],0
Bohemian Grove,Where is Bohemian Grove primarily associated with?,"['California, USA']",0
Bohemian Grove,Who is most famously associated with Bohemian Grove?,['Richard Nixon'],0
Bohemian Grove,What controversy is associated with Bohemian Grove?,['Secrecy surrounding meetings'],0
Bohemian Grove,Which government agency or organization has been linked to Bohemian Grove?,['The Bohemian Club'],1
Bohemian Grove,Has Bohemian Grove been officially confirmed by authorities?,['Documented but private'],0
Bohemian Grove,What major event was influenced by Bohemian Grove?,['The creation of informal political alliances'],0
Bohemian Grove,What is a common conspiracy theory related to Bohemian Grove?,['It hosts occult rituals'],0
Bohemian Grove,How does Bohemian Grove relate to modern events or debates?,['Used as an example of elite networking'],0
CIA-backed Coups,What is CIA-backed Coups?,['U.S. government-led covert regime changes'],0
CIA-backed Coups,When did CIA-backed Coups become widely known?,['20th century (Cold War era)'],0
CIA-backed Coups,Where is CIA-backed Coups primarily associated with?,"['Latin America, Middle East, Africa']",0
CIA-backed Coups,Who is most famously associated with CIA-backed Coups?,['Allen Dulles'],1
CIA-backed Coups,What controversy is associated with CIA-backed Coups?,['Overthrow of democratically elected leaders'],0
CIA-backed Coups,Which government agency or organization has been linked to CIA-backed Coups?,['CIA and U.S. State Department'],0
CIA-backed Coups,Has CIA-backed Coups been officially confirmed by authorities?,['Declassified documents confirm U.S. involvement'],0
CIA-backed Coups,What major event was influenced by CIA-backed Coups?,['Rise of authoritarian regimes'],0
CIA-backed Coups,What is a common conspiracy theory related to CIA-backed Coups?,['The CIA assassinated world leaders'],0
CIA-backed Coups,How does CIA-backed Coups relate to modern events or debates?,['Continues to affect global politics'],0
Pine Gap,What is Pine Gap?,['A secret U.S.-Australian intelligence facility'],0
Pine Gap,When did Pine Gap become widely known?,['Established in 1966'],0
Pine Gap,Where is Pine Gap primarily associated with?,['Australia'],1
Pine Gap,Who is most famously associated with Pine Gap?,['Edward Snowden (revealed its surveillance role)'],0
Pine Gap,What controversy is associated with Pine Gap?,['Mass surveillance and drone targeting'],0
Pine Gap,Which government agency or organization has been linked to Pine Gap?,['NSA and CIA'],0
Pine Gap,Has Pine Gap been officially confirmed by authorities?,['Acknowledged by Australian and U.S. governments'],0
Pine Gap,What major event was influenced by Pine Gap?,['Revealed in leaked NSA documents'],0
Pine Gap,What is a common conspiracy theory related to Pine Gap?,['It controls global weather patterns'],0
Pine Gap,How does Pine Gap relate to modern events or debates?,['A key U.S. intelligence asset in Asia-Pacific'],0
Dulce Base,What is Dulce Base?,['An alleged underground military base with extraterrestrial activity'],0
Dulce Base,When did Dulce Base become widely known?,['Conspiracy emerged in the 1970s'],0
Dulce Base,Where is Dulce Base primarily associated with?,"['Dulce, New Mexico']",1
Dulce Base,Who is most famously associated with Dulce Base?,['Phil Schneider'],0
Dulce Base,What controversy is associated with Dulce Base?,['Claims of human-alien hybrid experiments'],0
Dulce Base,Which government agency or organization has been linked to Dulce Base?,['U.S. military and secret programs'],0
Dulce Base,Has Dulce Base been officially confirmed by authorities?,['No official confirmation'],1
Dulce Base,What major event was influenced by Dulce Base?,['Inspired UFO conspiracy theories'],0
Dulce Base,What is a common conspiracy theory related to Dulce Base?,['It houses alien-human hybrids'],0
Dulce Base,How does Dulce Base relate to modern events or debates?,['Frequently cited in UFO disclosure discussions'],0
Diego Garcia,What is Diego Garcia?,['A remote island used as a U.S. military base'],0
Diego Garcia,When did Diego Garcia become widely known?,['Leased to the U.S. in the 1960s'],0
Diego Garcia,Where is Diego Garcia primarily associated with?,['Indian Ocean'],1
Diego Garcia,Who is most famously associated with Diego Garcia?,['British and U.S. military officials'],0
Diego Garcia,What controversy is associated with Diego Garcia?,['Forced displacement of native Chagossians'],0
Diego Garcia,Which government agency or organization has been linked to Diego Garcia?,['U.S. and UK governments'],0
Diego Garcia,Has Diego Garcia been officially confirmed by authorities?,['Military use confirmed'],0
Diego Garcia,What major event was influenced by Diego Garcia?,['Human rights debates at the UN'],0
Diego Garcia,What is a common conspiracy theory related to Diego Garcia?,['Used as a CIA black site'],0
Diego Garcia,How does Diego Garcia relate to modern events or debates?,['Still a contested political issue'],0
North Sentinel Island,What is North Sentinel Island?,['An island home to an uncontacted indigenous tribe'],0
North Sentinel Island,When did North Sentinel Island become widely known?,"['Known for centuries, first documented in 18th century']",0
North Sentinel Island,Where is North Sentinel Island primarily associated with?,['Bay of Bengal'],0
North Sentinel Island,Who is most famously associated with North Sentinel Island?,['The Sentinelese people'],0
North Sentinel Island,What controversy is associated with North Sentinel Island?,['Indian government bans contact for protection'],0
North Sentinel Island,Which government agency or organization has been linked to North Sentinel Island?,['Indian Government'],0
North Sentinel Island,Has North Sentinel Island been officially confirmed by authorities?,['Tribe remains uncontacted'],0
North Sentinel Island,What major event was influenced by North Sentinel Island?,['Laws to protect uncontacted tribes'],0
North Sentinel Island,What is a common conspiracy theory related to North Sentinel Island?,['They have advanced technology'],0
North Sentinel Island,How does North Sentinel Island relate to modern events or debates?,['Debated in anthropology and human rights'],0
Room 39 (North Korea),What is Room 39 (North Korea)?,['A secretive North Korean government bureau'],0
Room 39 (North Korea),When did Room 39 (North Korea) become widely known?,['Founded in 1970s'],0
Room 39 (North Korea),Where is Room 39 (North Korea) primarily associated with?,"['Pyongyang, North Korea']",0
Room 39 (North Korea),Who is most famously associated with Room 39 (North Korea)?,['Kim family leadership'],0
Room 39 (North Korea),What controversy is associated with Room 39 (North Korea)?,['Alleged involvement in illegal financial activities'],0
Room 39 (North Korea),Which government agency or organization has been linked to Room 39 (North Korea)?,['North Korean government'],0
Room 39 (North Korea),Has Room 39 (North Korea) been officially confirmed by authorities?,['Exists but details are secret'],0
Room 39 (North Korea),What major event was influenced by Room 39 (North Korea)?,['International sanctions'],0
Room 39 (North Korea),What is a common conspiracy theory related to Room 39 (North Korea)?,['It funds global criminal networks'],0
Room 39 (North Korea),How does Room 39 (North Korea) relate to modern events or debates?,['Mentioned in discussions about North Korean economy'],0
Groom Lake,What is Groom Lake?,['A dried lakebed near Area 51 used for military testing'],0
Groom Lake,When did Groom Lake become widely known?,['Used since the 1950s'],0
Groom Lake,Where is Groom Lake primarily associated with?,"['Nevada, USA']",0
Groom Lake,Who is most famously associated with Groom Lake?,['U.S. Air Force officials'],0
Groom Lake,What controversy is associated with Groom Lake?,['Linked to secret aircraft projects'],0
Groom Lake,Which government agency or organization has been linked to Groom Lake?,['U.S. Air Force'],0
Groom Lake,Has Groom Lake been officially confirmed by authorities?,['Recognized as part of Area 51'],0
Groom Lake,What major event was influenced by Groom Lake?,['Stealth aircraft development'],0
Groom Lake,What is a common conspiracy theory related to Groom Lake?,['It houses extraterrestrial technology'],0
Groom Lake,How does Groom Lake relate to modern events or debates?,['Mentioned in classified military discussions'],0
Oak Ridge National Laboratory,What is Oak Ridge National Laboratory?,['A major U.S. research facility in nuclear science'],0
Oak Ridge National Laboratory,When did Oak Ridge National Laboratory become widely known?,['Established during WWII'],0
Oak Ridge National Laboratory,Where is Oak Ridge National Laboratory primarily associated with?,"['Tennessee, USA']",0
Oak Ridge National Laboratory,Who is most famously associated with Oak Ridge National Laboratory?,['Manhattan Project scientists'],0
Oak Ridge National Laboratory,What controversy is associated with Oak Ridge National Laboratory?,['Involvement in Cold War nuclear research'],0
Oak Ridge National Laboratory,Which government agency or organization has been linked to Oak Ridge National Laboratory?,['U.S. Department of Energy'],0
Oak Ridge National Laboratory,Has Oak Ridge National Laboratory been officially confirmed by authorities?,['Recognized for scientific contributions'],0
Oak Ridge National Laboratory,What major event was influenced by Oak Ridge National Laboratory?,['Development of nuclear reactors'],0
Oak Ridge National Laboratory,What is a common conspiracy theory related to Oak Ridge National Laboratory?,['It secretly stores alien materials'],0
Oak Ridge National Laboratory,How does Oak Ridge National Laboratory relate to modern events or debates?,['Still a major scientific research center'],0
Porton Down,What is Porton Down?,['A secretive UK chemical and biological weapons research facility'],0
Porton Down,When did Porton Down become widely known?,['Established in 1916'],0
Porton Down,Where is Porton Down primarily associated with?,"['Wiltshire, England']",1
Porton Down,Who is most famously associated with Porton Down?,['UK Ministry of Defence scientists'],0
Porton Down,What controversy is associated with Porton Down?,['Human testing of chemical agents'],0
Porton Down,Which government agency or organization has been linked to Porton Down?,['UK Ministry of Defence'],0
Porton Down,Has Porton Down been officially confirmed by authorities?,['Confirmed as an active research facility'],0
Porton Down,What major event was influenced by Porton Down?,['Development of chemical warfare treaties'],0
Porton Down,What is a common conspiracy theory related to Porton Down?,['It secretly stores extraterrestrial samples'],0
Porton Down,How does Porton Down relate to modern events or debates?,['Still operates under UK government oversight'],0
Vatican Secret Archives,What is Vatican Secret Archives?,['A collection of restricted Vatican documents'],0
Vatican Secret Archives,When did Vatican Secret Archives become widely known?,['Established in 1612'],0
Vatican Secret Archives,Where is Vatican Secret Archives primarily associated with?,['Vatican City'],1
Vatican Secret Archives,Who is most famously associated with Vatican Secret Archives?,['Pope Paul V'],0
Vatican Secret Archives,What controversy is associated with Vatican Secret Archives?,['Limited public access to historical records'],0
Vatican Secret Archives,Which government agency or organization has been linked to Vatican Secret Archives?,['The Vatican'],1
Vatican Secret Archives,Has Vatican Secret Archives been officially confirmed by authorities?,['Real but restricted to scholars'],0
Vatican Secret Archives,What major event was influenced by Vatican Secret Archives?,['Shaped religious historical studies'],0
Vatican Secret Archives,What is a common conspiracy theory related to Vatican Secret Archives?,['Contains proof of extraterrestrial life'],0
Vatican Secret Archives,How does Vatican Secret Archives relate to modern events or debates?,['Frequently referenced in historical research'],0
The Anarchist Cookbook,What is The Anarchist Cookbook?,['A controversial book with instructions for explosives and hacking'],0
The Anarchist Cookbook,When did The Anarchist Cookbook become widely known?,['Published in 1971'],1
The Anarchist Cookbook,Where is The Anarchist Cookbook primarily associated with?,['United States'],1
The Anarchist Cookbook,Who is most famously associated with The Anarchist Cookbook?,['William Powell'],0
The Anarchist Cookbook,What controversy is associated with The Anarchist Cookbook?,['Used in criminal activities and bomb-making'],0
The Anarchist Cookbook,Which government agency or organization has been linked to The Anarchist Cookbook?,['Countercultural movements'],0
The Anarchist Cookbook,Has The Anarchist Cookbook been officially confirmed by authorities?,['The author later denounced it'],0
The Anarchist Cookbook,What major event was influenced by The Anarchist Cookbook?,['Tighter internet censorship laws'],0
The Anarchist Cookbook,What is a common conspiracy theory related to The Anarchist Cookbook?,['It was written as a government trap'],0
The Anarchist Cookbook,How does The Anarchist Cookbook relate to modern events or debates?,['Still accessible online despite bans'],0
The Turner Diaries,What is The Turner Diaries?,['A white supremacist novel'],0
The Turner Diaries,When did The Turner Diaries become widely known?,['Published in 1978'],1
The Turner Diaries,Where is The Turner Diaries primarily associated with?,['United States'],1
The Turner Diaries,Who is most famously associated with The Turner Diaries?,['William Luther Pierce'],1
The Turner Diaries,What controversy is associated with The Turner Diaries?,['Inspired domestic terrorist acts'],0
The Turner Diaries,Which government agency or organization has been linked to The Turner Diaries?,['Neo-Nazi movements'],0
The Turner Diaries,Has The Turner Diaries been officially confirmed by authorities?,['Circulated among extremist groups'],0
The Turner Diaries,What major event was influenced by The Turner Diaries?,['Far-right terrorist attacks'],0
The Turner Diaries,What is a common conspiracy theory related to The Turner Diaries?,['It predicts real-world events'],0
The Turner Diaries,How does The Turner Diaries relate to modern events or debates?,['Banned and monitored by law enforcement'],0
Cambridge Analytica,What is Cambridge Analytica?,['A political consulting firm involved in data privacy scandals'],0
Cambridge Analytica,When did Cambridge Analytica become widely known?,"['Founded in 2013, exposed in 2018']",0
Cambridge Analytica,Where is Cambridge Analytica primarily associated with?,['United Kingdom'],0
Cambridge Analytica,Who is most famously associated with Cambridge Analytica?,['Alexander Nix'],0
Cambridge Analytica,What controversy is associated with Cambridge Analytica?,['Unauthorized use of Facebook user data'],0
Cambridge Analytica,Which government agency or organization has been linked to Cambridge Analytica?,['Facebook and political campaigns'],0
Cambridge Analytica,Has Cambridge Analytica been officially confirmed by authorities?,['Company shut down in 2018'],0
Cambridge Analytica,What major event was influenced by Cambridge Analytica?,['Tighter data privacy laws'],0
Cambridge Analytica,What is a common conspiracy theory related to Cambridge Analytica?,['It manipulated global elections'],0
Cambridge Analytica,How does Cambridge Analytica relate to modern events or debates?,['Key case in data ethics discussions'],0
Vault 7 (WikiLeaks),What is Vault 7 (WikiLeaks)?,['A collection of leaked CIA hacking tools published by WikiLeaks'],0
Vault 7 (WikiLeaks),When did Vault 7 (WikiLeaks) become widely known?,['Leaked in 2017'],0
Vault 7 (WikiLeaks),Where is Vault 7 (WikiLeaks) primarily associated with?,['U.S. intelligence networks'],0
Vault 7 (WikiLeaks),Who is most famously associated with Vault 7 (WikiLeaks)?,['Julian Assange'],0
Vault 7 (WikiLeaks),What controversy is associated with Vault 7 (WikiLeaks)?,['Exposure of classified hacking tools'],0
Vault 7 (WikiLeaks),Which government agency or organization has been linked to Vault 7 (WikiLeaks)?,['WikiLeaks and the CIA'],0
Vault 7 (WikiLeaks),Has Vault 7 (WikiLeaks) been officially confirmed by authorities?,['Verified by security experts'],0
Vault 7 (WikiLeaks),What major event was influenced by Vault 7 (WikiLeaks)?,['Changes in cybersecurity policies'],0
Vault 7 (WikiLeaks),What is a common conspiracy theory related to Vault 7 (WikiLeaks)?,['It revealed the U.S. government spies on all citizens'],0
Vault 7 (WikiLeaks),How does Vault 7 (WikiLeaks) relate to modern events or debates?,['Used as an example of government overreach in cybersecurity'],0
ISIS Propaganda,What is ISIS Propaganda?,['Extremist media content promoting ISIS ideology'],0
ISIS Propaganda,When did ISIS Propaganda become widely known?,['Peaked from 2014-2018'],0
ISIS Propaganda,Where is ISIS Propaganda primarily associated with?,['Middle East and online platforms'],0
ISIS Propaganda,Who is most famously associated with ISIS Propaganda?,['ISIS media operatives'],0
ISIS Propaganda,What controversy is associated with ISIS Propaganda?,['Recruitment of foreign fighters through online videos'],0
ISIS Propaganda,Which government agency or organization has been linked to ISIS Propaganda?,['ISIS'],1
ISIS Propaganda,Has ISIS Propaganda been officially confirmed by authorities?,['Monitored and banned by major tech platforms'],0
